Namespace,Type,CyclomaticComplexity,DepthOfInheritance,ClassCoupling,LinesOfCode,NumberOfMethods,Toxicity
System.Net.Http.Formatting.Parsers,MimeMultipartBodyPartParser,0,0,0,0,0,0
System.Net.Http.Formatting.Parsers,MimeMultipartParser.BodyPartState,0,0,0,0,0,0
System.Net.Http.Formatting.Parsers,MimeMultipartParser.CurrentBodyPartStore,0,0,0,0,0,0
System.Net.Http.Formatting.Parsers,MimeMultipartParser.MessageState,0,0,0,0,0,0
System.Net.Http.Formatting.Parsers,MimeMultipartParser.State,0,0,0,0,0,0
System.Web.Http.Routing.Constraints,MinLengthRouteConstraint,0,0,0,0,0,0
System.Web.Http.Routing.Constraints,MinRouteConstraint,0,0,0,0,0,0
System.Web.Http.ModelBinding,ModelBinderAttribute,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,ModelBinderErrorMessageProvider,0,0,0,0,0,0
System.Web.Http.ModelBinding,ModelBinderParameterBinding,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,ModelBinderProvider,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,ModelBinderProviderOptionsAttribute,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,ModelBinderProviders,0,0,0,0,0,0
System.Web.Mvc,ModelBinders,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,ModelBinderUtil,0,0,0,0,0,0
System.Web.Mvc,ModelBindingContext.UnvalidatedValueProviderWrapper,0,0,0,0,0,0
System.Web.Http.ModelBinding,ModelBindingHelper,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationEqualToRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationMaxLengthRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationMembershipPasswordRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationMinLengthRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationRangeRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationRegexRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationRemoteRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationRequiredRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationRule,0,0,0,0,0,0
System.Web.Mvc,ModelClientValidationStringLengthRule,0,0,0,0,0,0
Microsoft.Web.Mvc,ModelCopier,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage.ModelDescriptions,ModelDescription,0,0,0,0,0,0
System.Web.Http.ModelBinding,ModelError,0,0,0,0,0,0
System.Web.Http.ModelBinding,ModelErrorCollection,0,0,0,0,0,0
System.Web.Http.Metadata,ModelMetadataProvider,0,0,0,0,0,0
System.Web.Mvc,ModelMetadataProviders,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage.ModelDescriptions,ModelNameAttribute,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage.ModelDescriptions,ModelNameHelper,0,0,0,0,0,0
System.Web.Http.ModelBinding,ModelState,0,0,0,0,0,0
System.Web.Http.Validation,ModelStateFormatterLogger,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,ModelValidatedEventArgs,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,ModelValidatingEventArgs,0,0,0,0,0,0
System.Web.Http.Validation,ModelValidationRequiredMemberSelector,0,0,0,0,0,0
System.Web.Http.Validation,ModelValidationResult,0,0,0,0,0,0
System.Web.Http.Validation,ModelValidator,0,0,0,0,0,0
System.Web.Http.Validation,ModelValidator.CompositeModelValidator,0,0,0,0,0,0
System.Web.Http.Validation,ModelValidatorCache,0,0,0,0,0,0
System.Web.Http.Validation,ModelValidatorProvider,0,0,0,0,0,0
System.Web.Mvc,ModelValidatorProviderCollection,0,0,0,0,0,0
System.Web.Mvc,ModelValidatorProviders,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,MultiFormatActionResult,0,0,0,0,0,0
System.Net.Http,MultipartFileData,0,0,0,0,0,0
System.Net.Http,MultipartFileStreamProvider,0,0,0,0,0,0
System.Net.Http,MultipartFormDataRemoteStreamProvider,0,0,0,0,0,0
System.Net.Http,MultipartFormDataStreamProvider,0,0,0,0,0,0
System.Net.Http,MultipartFormDataStreamProviderHelper,0,0,0,0,0,0
System.Net.Http,MultipartMemoryStreamProvider,0,0,0,0,0,0
System.Net.Http,MultipartRelatedStreamProvider,0,0,0,0,0,0
System.Net.Http,MultipartRemoteFileData,0,0,0,0,0,0
System.Net.Http,MultipartStreamProvider,0,0,0,0,0,0
System.Web.Mvc,MultiServiceResolver,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,MutableObjectModelBinderProvider,0,0,0,0,0,0
Microsoft.Web.Mvc.Controls,MvcControl,0,0,0,0,0,0
System.Web.Mvc,MvcFilter,0,0,0,0,0,0
System.Web.Mvc.Html,MvcForm,0,0,0,0,0,0
System.Web.Mvc,MvcHandler.ProcessRequestState,0,0,0,0,0,0
System.Web.Mvc,MvcHtmlString,0,0,0,0,0,0
System.Web.Mvc,MvcHttpHandler,0,0,0,0,0,0
System.Web.Mvc,MvcHttpHandler.DummyHttpHandler,0,0,0,0,0,0
System.Web.Mvc,MvcRouteHandler,0,0,0,0,0,0
Microsoft.Web.Mvc,MvcSerializer,0,0,0,0,0,0
System.Web.Mvc.Razor,MvcWebPageRazorHost,0,0,0,0,0,0
System.Web.Mvc,MvcWebRazorHostFactory,0,0,0,0,0,0
System.Web.Mvc.Html,NameExtensions,0,0,0,0,0,0
System.Web.Mvc,NameValueCollectionExtensions,0,0,0,0,0,0
System.Web.Mvc,NameValueCollectionValueProvider,0,0,0,0,0,0
System.Web.Mvc,NameValueCollectionValueProvider.ValueProviderResultPlaceholder,0,0,0,0,0,0
System.Web.Http.ValueProviders.Providers,NameValuePairsValueProvider,0,0,0,0,0,0
System.Web.Http.Results,NegotiatedContentResult<T>,0,0,0,0,0,0
System.Web.Http.Results,NegotiatedContentResult<T>.ApiControllerDependencyProvider,0,0,0,0,0,0
System.Web.Http.Results,NegotiatedContentResult<T>.DirectDependencyProvider,0,0,0,0,0,0
System.Web.Http.Results,NegotiatedContentResult<T>.IDependencyProvider,0,0,0,0,0,0
System.Web.Http,NonActionAttribute,0,0,0,0,0,0
System.Web.Http.Results,NotFoundResult,0,0,0,0,0,0
System.Web.Mvc,NullViewLocationCache,0,0,0,0,0,0
Microsoft.Web.WebPages.OAuth,OAuthAccount,0,0,0,0,0,0
WebMatrix.WebData,OAuthAccountData,0,0,0,0,0,0
System.Net.Http,ObjectContent,0,0,0,0,0,0
System.Net.Http,ObjectContent<T>,0,0,0,0,0,0
System.Web.Helpers,ObjectInfo,0,0,0,0,0,0
System.Web.Helpers,ObjectVisitor.ObjectVisitorException,0,0,0,0,0,0
System.Web.Http.Results,OkNegotiatedContentResult<T>,0,0,0,0,0,0
System.Web.Http.Results,OkResult,0,0,0,0,0,0
System.Web.Mvc.Async,OperationCounter,0,0,0,0,0,0
System.Web.Http.Routing.Constraints,OptionalRouteConstraint,0,0,0,0,0,0
System.Web.Http,OverrideActionFiltersAttribute,0,0,0,0,0,0
System.Web.Http,OverrideAuthenticationAttribute,0,0,0,0,0,0
System.Web.Http,OverrideAuthorizationAttribute,0,0,0,0,0,0
System.Web.Http,OverrideExceptionFiltersAttribute,0,0,0,0,0,0
System.Web.Http.Tracing.Tracers,OverrideFilterTracer,0,0,0,0,0,0
System.Web.Mvc,OverrideResultFiltersAttribute,0,0,0,0,0,0
System.Web.Http.Owin,OwinBufferPolicySelector,0,0,0,0,0,0
System.Web.Http.Owin,OwinConstants,0,0,0,0,0,0
System.Web.Http.Owin,OwinExceptionCatchBlocks,0,0,0,0,0,0
System.Web.Http,OwinHttpConfigurationExtensions,0,0,0,0,0,0
System.Web.Http.Owin,OwinHttpRequestContext,0,0,0,0,0,0
System.Net.Http,OwinHttpRequestMessageExtensions,0,0,0,0,0,0
System.Web.Http.Owin,OwinRequestExtensions,0,0,0,0,0,0
System.Web.Http.Owin,OwinResponseExtensions,0,0,0,0,0,0
System.Web.WebPages.Administration.PackageManager,PackageExtensions,0,0,0,0,0,0
System.Web.WebPages.Administration.PackageManager,PackageManagerModule,0,0,0,0,0,0
System.Web.WebPages.Administration.PackageManager,PackageSourceFile,0,0,0,0,0,0
System.Web.WebPages,PageDataDictionary<TValue>.PageDataComparer,0,0,0,0,0,0
System.Web.WebPages.Instrumentation,PageInstrumentationServiceAdapter,0,0,0,0,0,0
System.Web.WebPages.Instrumentation,PageInstrumentationServiceAdapter._CallSite_ctor_2,0,0,0,0,0,0
System.Web.WebPages.Instrumentation,PageInstrumentationServiceAdapter._CallSite_IsEnabled_1,0,0,0,0,0,0
System.Web.WebPages.Administration.PackageManager,PageUtils,0,0,0,0,0,0
System.Web.WebPages,PageVirtualPathAttribute,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage.ModelDescriptions,ParameterAnnotation,0,0,0,0,0,0
System.Web.Http,ParameterBindingAttribute,0,0,0,0,0,0
System.Web.Http.Controllers,ParameterBindingExtensions,0,0,0,0,0,0
System.Web.Mvc,ParameterBindingInfo,0,0,0,0,0,0
System.Web.Http.ModelBinding,ParameterBindingRulesCollection,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage.ModelDescriptions,ParameterDescription,0,0,0,0,0,0
System.Web.Mvc,ParameterDescriptor,0,0,0,0,0,0
System.Web.Mvc,ParameterDescriptor.EmptyParameterBindingInfo,0,0,0,0,0,0
Microsoft.Web.Mvc.ExpressionUtil,ParameterExpressionFingerprint,0,0,0,0,0,0
System.Web.Http.Internal,ParameterInfoExtensions,0,0,0,0,0,0
System.Web.Mvc,ParameterInfoUtil,0,0,0,0,0,0
System.Net.Http.Formatting,ParsedMediaTypeHeaderValue,0,0,0,0,0,0
System.Web.Mvc.Routing,ParsedRoute,0,0,0,0,0,0
System.Web.Razor.Parser,ParserBase,0,0,0,0,0,0
System.Web.Razor.Parser,ParserHelpers,0,0,0,0,0,0
System.Web.Razor,ParserResults,0,0,0,0,0,0
System.Net.Http.Formatting.Parsers,ParserState,0,0,0,0,0,0
System.Web.Razor.Parser,ParserVisitor,0,0,0,0,0,0
System.Web.Razor.Parser,ParserVisitorExtensions,0,0,0,0,0,0
System.Web.Mvc.Html,PartialExtensions,0,0,0,0,0,0
System.Web.Razor,PartialParseResult,0,0,0,0,0,0
System.Web.Mvc,PartialViewResult,0,0,0,0,0,0
System.Web.Http.Owin,PassiveAuthenticationMessageHandler,0,0,0,0,0,0
System.Web.Http.Routing,PathContentSegment,0,0,0,0,0,0
System.Web,PathHelpers,0,0,0,0,0,0
System.Web.Http.Routing,PathLiteralSubsegment,0,0,0,0,0,0
System.Web.Http.Routing,PathParameterSubsegment,0,0,0,0,0,0
System.Web.Http.Routing,PathSegment,0,0,0,0,0,0
System.Web.Http.Routing,PathSeparatorSegment,0,0,0,0,0,0
System.Web.Http.Routing,PathSubsegment,0,0,0,0,0,0
System.Web.WebPages,PathUtil,0,0,0,0,0,0
Microsoft.AspNet.Facebook,PermissionContext,0,0,0,0,0,0
Microsoft.AspNet.Facebook,PermissionHelper,0,0,0,0,0,0
Microsoft.AspNet.Facebook,PermissionsStatus,0,0,0,0,0,0
Microsoft.AspNet.Facebook,PermissionStatus,0,0,0,0,0,0
Microsoft.Internal.Web.Utils,PhysicalFileSystem,0,0,0,0,0,0
System.Web.WebPages.Instrumentation,PositionTagged<T>,0,0,0,0,0,0
System.Web.Helpers,PreComputedGridDataSource,0,0,0,0,0,0
System.Web,PrefixContainer.PrefixComparer,0,0,0,0,0,0
System.Net.Http.Handlers,ProgressContent,0,0,0,0,0,0
System.Net.Http.Handlers,ProgressMessageHandler,0,0,0,0,0,0
System.Net.Http.Handlers,ProgressWriteAsyncResult,0,0,0,0,0,0
System.Web.Http.Internal,"PropertyHelper.ByRefFunc<TDeclaringType, TValue>",0,0,0,0,0,0
Microsoft.Web.WebPages.OAuth,ProviderUserIdSerializationHelper,0,0,0,0,0,0
System.Net.Http,PushStreamContent,0,0,0,0,0,0
System.Net.Http.Formatting,QueryStringMapping,0,0,0,0,0,0
System.Web.Http.ValueProviders.Providers,QueryStringValueProvider,0,0,0,0,0,0
System.Web.Http.ValueProviders.Providers,QueryStringValueProviderFactory,0,0,0,0,0,0
Microsoft.Web.Mvc,RadioListExtensions,0,0,0,0,0,0
System.Web.Http.Routing.Constraints,RangeRouteConstraint,0,0,0,0,0,0
System.Web.Razor.Generator,RazorCodeGenerator,0,0,0,0,0,0
System.Web.Razor,RazorCodeLanguage,0,0,0,0,0,0
System.Web.Razor.Generator,RazorCommentCodeGenerator,0,0,0,0,0,0
System.Web.Razor,RazorDebugHelpers,0,0,0,0,0,0
System.Web.Razor,RazorDirectiveAttribute,0,0,0,0,0,0
System.Web.Razor.Generator,RazorDirectiveAttributeCodeGenerator,0,0,0,0,0,0
System.Web.Razor,RazorEditorParser,0,0,0,0,0,0
System.Web.Razor.Editor,RazorEditorTrace,0,0,0,0,0,0
System.Web.Razor.Parser.SyntaxTree,RazorError,0,0,0,0,0,0
System.Web.WebPages.Razor.Configuration,RazorPagesSection,0,0,0,0,0,0
System.Web.Razor,RazorTemplateEngine,0,0,0,0,0,0
System.Web.Mvc,RazorView,0,0,0,0,0,0
System.Web.Mvc,RazorViewEngine,0,0,0,0,0,0
System.Web.WebPages.Razor.Configuration,RazorWebSectionGroup,0,0,0,0,0,0
Microsoft.Web.Mvc,"ReaderWriterCache<TKey, TValue>",0,0,0,0,0,0
System.Net.Http.Internal,ReadOnlyStreamWithEncodingPreamble,0,0,0,0,0,0
System.Web.Http.Results,RedirectResult,0,0,0,0,0,0
System.Web.Http.Results,RedirectToRouteResult.ApiControllerDependencyProvider,0,0,0,0,0,0
System.Web.Http.Results,RedirectToRouteResult.DirectDependencyProvider,0,0,0,0,0,0
System.Web.Http.Results,RedirectToRouteResult.IDependencyProvider,0,0,0,0,0,0
System.Web.Http.Validation,ReferenceEqualityComparer,0,0,0,0,0,0
System.Web.Mvc,ReflectedActionDescriptor,0,0,0,0,0,0
System.Web.Mvc.Async,ReflectedAsyncControllerDescriptor,0,0,0,0,0,0
System.Web.Mvc,ReflectedAttributeCache,0,0,0,0,0,0
System.Web.Mvc,"ReflectedAttributeCache.CachedDelegates<TMemberInfo, TAttribute>",0,0,0,0,0,0
System.Web.Mvc,ReflectedControllerDescriptor,0,0,0,0,0,0
System.Web.Http.Controllers,ReflectedHttpParameterDescriptor,0,0,0,0,0,0
System.Web.Mvc,ReflectedParameterBindingInfo,0,0,0,0,0,0
System.Web.Mvc,ReflectedParameterDescriptor,0,0,0,0,0,0
System.Web.WebPages,ReflectionDynamicObject,0,0,0,0,0,0
System.Web.Http.Routing.Constraints,RegexRouteConstraint,0,0,0,0,0,0
System.Web.Mvc,RemoteAttribute,0,0,0,0,0,0
System.Net.Http,RemoteStreamInfo,0,0,0,0,0,0
System.Web.Mvc.Html,RenderPartialExtensions,0,0,0,0,0,0
Microsoft.Web.Mvc.Controls,Repeater,0,0,0,0,0,0
Microsoft.Web.Mvc.Controls,RepeaterItem,0,0,0,0,0,0
System.Web.Http.Controllers,RequestBackedHttpRequestContext,0,0,0,0,0,0
System.Web.WebPages,RequestBrowserOverrideStore,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,RequestContextExtensions,0,0,0,0,0,0
System.Web.WebPages,RequestExtensions,0,0,0,0,0,0
System.Web.WebPages,RequestFieldValidatorBase,0,0,0,0,0,0
System.Net.Http.Formatting,RequestHeaderMapping,0,0,0,0,0,0
System.Web.Http.Tracing.Tracers,RequestMessageHandlerTracer,0,0,0,0,0,0
System.Web.WebPages,RequestResourceTracker,0,0,0,0,0,0
System.Web.WebPages,RequestResourceTracker.SecureWeakReference,0,0,0,0,0,0
System.Web.Http.Validation.Validators,RequiredMemberModelValidator,0,0,0,0,0,0
System.Web.Http.Validation.Providers,RequiredMemberModelValidatorProvider,0,0,0,0,0,0
System.Web.Mvc,RequireHttpsAttribute,0,0,0,0,0,0
System.Web.WebPages.ApplicationParts,ResourceAssembly,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,ResourceControllerFactory,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,ResourceControllerFactory.ResourceControllerActionInvoker,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,ResourceControllerFactory.ResourceControllerActionInvoker.ResourceErrorActionDescriptor,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,ResourceErrorActionResult,0,0,0,0,0,0
System.Web.WebPages.ApplicationParts,ResourceHandler,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,ResourceModelBinder,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,ResourceModelBinder.MyDefaultModelBinder,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,ResourceRedirectToRouteResult,0,0,0,0,0,0
System.Web.WebPages.ApplicationParts,ResourceRouteHandler,0,0,0,0,0,0
System.Web.Http.Description,ResponseDescription,0,0,0,0,0,0
System.Web.WebPages,ResponseExtensions,0,0,0,0,0,0
System.Web.Http.Results,ResponseMessageResult,0,0,0,0,0,0
System.Web.Http.Controllers,ResponseMessageResultConverter,0,0,0,0,0,0
System.Web.Http.Description,ResponseTypeAttribute,0,0,0,0,0,0
System.Web.Mvc,ResultExecutedContext,0,0,0,0,0,0
System.Web.Mvc,ResultExecutingContext,0,0,0,0,0,0
System.Web.Mvc,RouteAreaAttribute,0,0,0,0,0,0
System.Web.Http,RouteAttribute,0,0,0,0,0,0
System.Web.Mvc.Routing,RouteBuilder,0,0,0,0,0,0
System.Web.Mvc,RouteCollectionAttributeRoutingExtensions,0,0,0,0,0,0
System.Web.Mvc,RouteCollectionExtensions.IgnoreRouteInternal,0,0,0,0,0,0
System.Web.Http.Routing,RouteCollectionRoute.RouteCollectionRouteData,0,0,0,0,0,0
System.Web.Http.Routing,RouteDataTokenKeys,0,0,0,0,0,0
System.Web.Http.ValueProviders.Providers,RouteDataValueProvider,0,0,0,0,0,0
System.Web.Http.ValueProviders.Providers,RouteDataValueProviderFactory,0,0,0,0,0,0
System.Web.Http.Routing,RouteEntry,0,0,0,0,0,0
System.Web.Http.Routing,RouteInfoDirectRouteFactory,0,0,0,0,0,0
System.Web.Http,RouteParameter,0,0,0,0,0,0
System.Web.Http.Routing,RoutePrecedence,0,0,0,0,0,0
System.Web.Http,RoutePrefixAttribute,0,0,0,0,0,0
System.Web.Http.Routing,RouteValueKeys,0,0,0,0,0,0
Microsoft.Web.Mvc.Controls,RouteValues,0,0,0,0,0,0
System.Web.Mvc,RouteValuesHelpers,0,0,0,0,0,0
System.Web.Http.Routing,RoutingContext,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage,SampleDirection,0,0,0,0,0,0
System.Web.WebPages.Scope,ScopeStorage,0,0,0,0,0,0
System.Web.WebPages.Scope,ScopeStorageComparer,0,0,0,0,0,0
System.Web.WebPages.Scope,ScopeStorageDictionary.StateStorageKeyValueComparer,0,0,0,0,0,0
Microsoft.Web.Mvc,ScriptExtensions,0,0,0,0,0,0
System.Web.Razor.Generator,SectionCodeGenerator,0,0,0,0,0,0
System.Web.WebPages,SectionWriter,0,0,0,0,0,0
System.Web.Razor.Text,SeekableTextReader,0,0,0,0,0,0
System.Web.Mvc,SelectList,0,0,0,0,0,0
System.Web.Mvc,SelectListGroup,0,0,0,0,0,0
System.Web.Mvc,SelectListItem,0,0,0,0,0,0
System.Web.Http.SelfHost,SelfHostHttpRequestContext,0,0,0,0,0,0
Microsoft.Web.Mvc,SerializationExtensions,0,0,0,0,0,0
Microsoft.Web.Mvc,ServerVariablesValueProviderFactory,0,0,0,0,0,0
System.Web.Mvc,SessionStateAttribute,0,0,0,0,0,0
System.Web.Mvc,SessionStateTempDataProvider,0,0,0,0,0,0
System.Web.WebPages,SessionStateUtil,0,0,0,0,0,0
Microsoft.Web.Mvc,SessionValueProviderFactory,0,0,0,0,0,0
System.Web.Razor.Generator,SetBaseTypeCodeGenerator,0,0,0,0,0,0
System.Web.Razor.Generator,SetLayoutCodeGenerator,0,0,0,0,0,0
System.Web.Mvc.Razor,SetModelTypeCodeGenerator,0,0,0,0,0,0
System.Web.Razor.Generator,SetVBOptionCodeGenerator,0,0,0,0,0,0
System.Web.Mvc.Async,SimpleAsyncResult,0,0,0,0,0,0
WebMatrix.WebData,SimpleMembershipProviderCasingBehavior,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,SimpleModelBinderProvider,0,0,0,0,0,0
System.Web.Http.ModelBinding.Binders,SimpleModelBinderProvider.SimpleModelBinder,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage.ModelDescriptions,SimpleTypeModelDescription,0,0,0,0,0,0
System.Web.Mvc.Async,SingleEntryGate,0,0,0,0,0,0
System.Web.Razor.Editor,SingleLineMarkupEditHandler,0,0,0,0,0,0
System.Web.Http,SingleResult,0,0,0,0,0,0
System.Web.Http,SingleResult<T>,0,0,0,0,0,0
System.Web.Mvc,SingleServiceResolver<TService>,0,0,0,0,0,0
Microsoft.Web.Mvc,SkipBindingAttribute,0,0,0,0,0,0
Microsoft.Web.Mvc,SkipBindingAttribute.NullBinder,0,0,0,0,0,0
System.Web.Helpers,SortDirection,0,0,0,0,0,0
System.Web.Helpers,SortInfo,0,0,0,0,0,0
System.Web.Razor.Text,SourceLocation,0,0,0,0,0,0
System.Web.Razor.Text,SourceLocationTracker,0,0,0,0,0,0
System.Web.Razor.Parser.SyntaxTree,SpanBuilder,0,0,0,0,0,0
System.Web.Razor.Generator,SpanCodeGenerator,0,0,0,0,0,0
System.Web.Razor.Generator,SpanCodeGenerator.NullSpanCodeGenerator,0,0,0,0,0,0
System.Web.Razor.Parser.SyntaxTree,SpanKind,0,0,0,0,0,0
WebMatrix.Data,SqlCeDbFileHandler,0,0,0,0,0,0
WebMatrix.Data,SqlServerDbFileHandler,0,0,0,0,0,0
System.Web.WebPages,StartPage,0,0,0,0,0,0
System.Web.Mvc.Razor,StartPageLookupDelegate,0,0,0,0,0,0
System.Web.Razor,StateMachine<TReturn>,0,0,0,0,0,0
System.Web.Razor,StateMachine<TReturn>.State,0,0,0,0,0,0
System.Web.Razor,StateMachine<TReturn>.StateResult,0,0,0,0,0,0
System.Web.Razor.Generator,StatementCodeGenerator,0,0,0,0,0,0
System.Web.WebPages.Scope,StaticScopeStorageProvider,0,0,0,0,0,0
System.Web.Http.Results,StatusCodeResult,0,0,0,0,0,0
System.Web.Http.Results,StatusCodeResult.ApiControllerDependencyProvider,0,0,0,0,0,0
System.Web.Http.Results,StatusCodeResult.DirectDependencyProvider,0,0,0,0,0,0
System.Web.Http.Results,StatusCodeResult.IDependencyProvider,0,0,0,0,0,0
System.Web.Http.Routing,StopRoutingHandler,0,0,0,0,0,0
System.Net.Http.Formatting,StringComparisonHelper,0,0,0,0,0,0
System.Web.WebPages,StringExtensions,0,0,0,0,0,0
System.Net.Http.Formatting,StringWithQualityHeaderValueComparer,0,0,0,0,0,0
System.Web.WebPages,StringWriterExtensions,0,0,0,0,0,0
System.Web.Http.Routing,SubRouteCollection,0,0,0,0,0,0
Microsoft.AspNet.Facebook.Models,SubscriptionVerification,0,0,0,0,0,0
System.Web.Http.WebHost,SuppressFormsAuthRedirectHelper,0,0,0,0,0,0
System.Web.Http.Hosting,SuppressHostPrincipalMessageHandler,0,0,0,0,0,0
System.Web.Razor.Tokenizer.Symbols,SymbolBase<TType>,0,0,0,0,0,0
System.Web.Razor.Tokenizer.Symbols,SymbolExtensions,0,0,0,0,0,0
System.Web.Mvc.Async,SynchronizationContextUtil,0,0,0,0,0,0
System.Web.Razor.Parser,SyntaxConstants,0,0,0,0,0,0
System.Web.Razor.Parser,SyntaxConstants.CSharp,0,0,0,0,0,0
System.Web.Razor.Parser,SyntaxConstants.VB,0,0,0,0,0,0
System.Web.Razor.Parser.SyntaxTree,SyntaxTreeNode,0,0,0,0,0,0
System.Web.Http.Tracing,SystemDiagnosticsTraceWriter,0,0,0,0,0,0
System.Web.Mvc,TagBuilder.Html401IdUtil,0,0,0,0,0,0
System.Web.Mvc,TagBuilderExtensions,0,0,0,0,0,0
System.Web.Mvc,TagRenderMode,0,0,0,0,0,0
System.Threading.Tasks,TaskHelpers.AsyncVoid,0,0,0,0,0,0
System.Threading.Tasks,TaskHelpers.CancelCache<TResult>,0,0,0,0,0,0
System.Web.Http.WebHost,TaskWrapperAsyncResult,0,0,0,0,0,0
System.Web.Mvc,TempDataDictionary.TempDataDictionaryEnumerator,0,0,0,0,0,0
Microsoft.Web.Mvc,TempDataValueProviderFactory,0,0,0,0,0,0
Microsoft.Web.Mvc,TempDataValueProviderFactory.TempDataValueProvider,0,0,0,0,0,0
Microsoft.Web.Mvc,TempDataValueProviderFactory.TempDataVoid,0,0,0,0,0,0
System.Web.Razor.Generator,TemplateBlockCodeGenerator,0,0,0,0,0,0
System.Web.WebPages,TemplateFileInfo,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.ActionCacheCodeItem,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.ActionCacheItem,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.ActionCacheViewItem,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.ExecuteTemplateDelegate,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.GetDefaultActionsDelegate,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.GetViewNamesDelegate,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.TemplateHelperDelegate,0,0,0,0,0,0
System.Web.Mvc.Html,TemplateHelpers.ViewDataContainer,0,0,0,0,0,0
System.Web.Mvc,TemplateInfo,0,0,0,0,0,0
System.Web.WebPages,TemplateStack,0,0,0,0,0,0
System.Web.Mvc.Html,TextAreaExtensions,0,0,0,0,0,0
System.Web.Razor.Text,TextBufferReader.BacktrackContext,0,0,0,0,0,0
System.Web.Razor.Text,TextChangeType,0,0,0,0,0,0
System.Web.Razor.Text,TextDocumentReader,0,0,0,0,0,0
System.Web.Razor.Text,TextExtensions,0,0,0,0,0,0
System.Web.Razor.Parser,TextReaderExtensions,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage,TextSample,0,0,0,0,0,0
Microsoft.Web.Helpers,Themes,0,0,0,0,0,0
Microsoft.Web.Helpers,ThemesImplementation,0,0,0,0,0,0
System.Web.Razor.Tokenizer,"TokenizerView<TTokenizer, TSymbol, TSymbolType>",0,0,0,0,0,0
System.Web.Helpers.AntiXsrf,TokenValidator,0,0,0,0,0,0
System.Web.Http.Tracing,TraceCategories,0,0,0,0,0,0
System.Web.Http.Tracing,TraceKind,0,0,0,0,0,0
System.Web.Http.Tracing,TraceKindHelper,0,0,0,0,0,0
System.Web.Http.Tracing,TraceLevel,0,0,0,0,0,0
System.Web.Http.Tracing,TraceLevelHelper,0,0,0,0,0,0
System.Web.Http.Tracing,TraceManager,0,0,0,0,0,0
System.Web.Http.SelfHost.ServiceModel,TransferModeHelper,0,0,0,0,0,0
System.Web.Http.SelfHost.ServiceModel.Channels,TransportDefaults,0,0,0,0,0,0
System.Web.Mvc.Async,Trigger,0,0,0,0,0,0
System.Web.Mvc.Async,TriggerListener,0,0,0,0,0,0
System.Web.Mvc,TryGetValueDelegate,0,0,0,0,0,0
System.Web.Http.Internal,TypeActivator,0,0,0,0,0,0
Microsoft.Web.Mvc.ExpressionUtil,TypeBinaryExpressionFingerprint,0,0,0,0,0,0
System.Web.Mvc,TypeCacheSerializer,0,0,0,0,0,0
